pincode,coordinates
603144,"{'latitude': 25.98067, 'longitude': 79.46254}"
603145,"{'latitude': 25.98067, 'longitude': 79.46254}"
603146,"{'latitude': 25.98067, 'longitude': 79.46254}"
603147,"{'latitude': 25.98067, 'longitude': 79.46254}"
603148,"{'latitude': 25.98067, 'longitude': 79.46254}"
603149,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603150,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603151,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603152,"{'latitude': 25.98067, 'longitude': 79.46254}"
603153,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603154,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603155,"{'latitude': 25.98067, 'longitude': 79.46254}"
603156,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603157,"{'latitude': 25.98067, 'longitude': 79.46254}"
603158,"{'latitude': 56.36623764038086, 'longitude': 43.806190490722656}"
603159,"{'latitude': 25.98067, 'longitude': 79.46254}"
603160,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603161,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603162,"{'latitude': 25.98067, 'longitude': 79.46254}"
603163,"{'latitude': 25.98067, 'longitude': 79.46254}"
603164,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603165,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603166,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603167,"{'latitude': 25.98067, 'longitude': 79.46254}"
603168,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603169,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603170,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603171,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603172,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603173,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603174,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603175,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603176,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603177,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603178,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603179,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603180,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603181,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603182,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603183,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603184,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603185,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603186,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603187,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603188,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603189,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603190,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603191,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603192,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603193,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603194,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603195,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603196,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603197,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603198,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603199,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603200,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603201,"{'latitude': 12.467666625976562, 'longitude': 79.75863647460938}"
603202,"{'latitude': 12.840510368347168, 'longitude': 80.06218719482422}"
603203,"{'latitude': 12.835463523864746, 'longitude': 80.02558135986328}"
603204,"{'latitude': 12.763527870178224, 'longitude': 80.00394439697266}"
603205,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603206,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603207,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603208,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603209,"{'latitude': 12.795695304870604, 'longitude': 80.02721405029297}"
603210,"{'latitude': 12.859416961669922, 'longitude': 80.06986236572266}"
603211,"{'latitude': 12.869242668151855, 'longitude': 80.05264282226562}"
603212,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603213,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603214,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603215,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603216,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603217,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603218,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603219,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603220,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603221,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603222,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603223,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603224,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603225,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603226,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603227,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603228,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603229,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603230,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603231,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603232,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603233,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603234,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603235,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603236,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603237,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603238,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603239,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603240,"{'latitude': 1.34417, 'longitude': 103.73464}"
603241,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603242,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603243,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603244,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603245,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603246,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603247,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603248,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603249,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603250,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603251,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603252,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603253,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603254,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603255,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603256,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603257,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603258,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603259,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603260,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603261,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603262,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603263,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603264,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603265,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603266,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603267,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603268,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603269,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603270,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603271,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603272,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603273,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603274,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603275,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603276,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603277,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603278,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603279,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603280,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603281,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603282,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603283,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603284,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603285,"{'latitude': 1.33739, 'longitude': 103.74633}"
603286,"{'latitude': 1.33739, 'longitude': 103.74633}"
603287,"{'latitude': 1.33764, 'longitude': 103.74192}"
603288,"{'latitude': 1.33764, 'longitude': 103.74192}"
603289,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603290,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603291,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603292,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603293,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603294,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603295,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603296,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603297,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603298,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603299,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603300,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603301,"{'latitude': 12.40269947052002, 'longitude': 79.81199645996094}"
603302,"{'latitude': 12.35486125946045, 'longitude': 79.99713897705078}"
603303,"{'latitude': 12.535064697265623, 'longitude': 79.90209197998047}"
603304,"{'latitude': 12.303443908691406, 'longitude': 80.00614166259766}"
603305,"{'latitude': 12.442305564880373, 'longitude': 80.10649871826172}"
603306,"{'latitude': 12.496734619140623, 'longitude': 79.91291809082031}"
603307,"{'latitude': 12.34731101989746, 'longitude': 79.6689453125}"
603308,"{'latitude': 12.612471580505373, 'longitude': 79.92422485351562}"
603309,"{'latitude': 12.467052459716797, 'longitude': 79.90311431884766}"
603310,"{'latitude': 12.367685317993164, 'longitude': 79.78057861328125}"
603311,"{'latitude': 12.44271755218506, 'longitude': 79.9438247680664}"
603312,"{'latitude': 12.445405960083008, 'longitude': 80.00826263427734}"
603313,"{'latitude': 12.386212348937988, 'longitude': 79.93284606933594}"
603314,"{'latitude': 12.546957969665527, 'longitude': 79.85304260253906}"
603315,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603316,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603317,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603318,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603319,"{'latitude': 12.436500549316406, 'longitude': 79.83222198486328}"
603320,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603321,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603322,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603323,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603324,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603325,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603326,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603327,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603328,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603329,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603330,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603331,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603332,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603333,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603334,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603335,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603336,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603337,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603338,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603339,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603340,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603341,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603342,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603343,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603344,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603345,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603346,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603347,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603348,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603349,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603350,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603351,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603352,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603353,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603354,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603355,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603356,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603357,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603358,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603359,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603360,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603361,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603362,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603363,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603364,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603365,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603366,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603367,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603368,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603369,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603370,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603371,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603372,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603373,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
